text,offline_crime,online_crime,drugs,gambling,pornography,prostitution,slavery,suicide,terrorism,weapons,body_shaming,health_shaming,politics,racism,religion,sexual_minorities,sexism,social_injustice
Кто эту вкинул? Пиздец как на мою бывшую жируху похожа.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Очень травили из-за худобы, закончилось, когда сейчас в 37 я выгляжу молодо и красиво и обеспечена, а они жирны, лысые безквартирные нищеебы и неудачники.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Деградант, ты должен соответствовать высокому уровню /w",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Подолью масла на твою горящую сраку.Вес  килограммов, обхват бицепсов 52-53 см, обхват груди  см.Представляешь, как смешно бы ты, маленькая химозная толстая девочка, выглядела бы рядом с этой машиной?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
вопрос такой Может ли девушка рамтом  см и весом 50 кг проблема в весе поступать в ВУЗ МВД?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Англичанки на Кипре в основном жирухи, годных очень мало, так ее на этих жирухах на всех мастах партачки. Меня порадовала Италия и Тай, Бали.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Лоукласс быдловость не влияет на красоту. Именно природную. Офк, если тянка лежит лицом в рыгачке своей, ты ее красивой не посчитаешь.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"в 50 будет выглядеть, как и в свои 20 лет, упругая и молодаяНе будет, казашка не будет",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Процентов 75, судя по тому что я наблюдаю на улицах: как не всратые, так неухоженные или уродующие себя неподходящие одеждой/стрижкой/мейкомдругая тян",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
? Если человек не может заработать на  последней модели он нищеброд? Нищий?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Как сладки боли холуя, как день у тебя, прислуга?",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Наверное сегодня я пойду, набухаюсь в говнину и доебусь до какого-нибудь школьника, с просьбой дать 50 рублей. Наверное возьму с собой ещё керамбит и буду угрожать отрезать уши. Нельзя прерывать цепочку.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Что я смогу себе позволить в США не CA и не NY на к$?,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
С прислугой все гораздо сложнее чем ты думаешь,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Ничего плохого. Так же как и в воровстве еды у нищих, изнасилованиях или доведении до самоубийства.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Вот бы он выпилился. Всю свою деревню салом на месяц бы прокормил,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Зачем люди живут? в чем смысл кроме денег? зачем рабы работают на рабовладельцев, а проститутки на сутенеров?",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Вы будете рабом, сэр. Пахать на барина, жить в нищете. Пить водку, голодать, бить жену и детей, драться с соседями.",1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(OP)Нищенка на 2109, хотя это наверное прислуга.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
> конфронтация между рабом и рабовладельцем,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"> Раб взял бумажку, чтоб сделать свое рабство еще безвылазней и рад",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
А были у вас такое ламповое хозяин слуга,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
а на постоянно что бы ну типа как рабыню?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Давай я твою мать/дочь/еот куплю в рабыни.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Мир всегда будет делиться на рабов и рабовладельцев,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
наёмный раб без критического мышления не осознающий своего рабства,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
наёмный раб не осознающий своего рабства,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Она могла стать твое личной рабыней, но ты все проебал",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Предлагаю ее выкупить и использовать в качестве рабыни,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
прислуга должна быть всегда готова к работе,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
сам не ставь пущай холоп надрывается,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Так же самые трусливые были недовольны отменой крепостного права и рабства этож риски хозяин рабу еду и крышу дает,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Ты даун чтоли блять. Зайди и вбей в поиск ""продажа рабов"" рабынь.. ""рынок рабов"" и тому подобное",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ТЫ ОБЫЧНАЯ СЛУЖАНКАnikname ТВОЕЙ ХОЗЯЙКЕ ПРИХОДИТ ЕЁ БЫВШИЙ УЧЕНИКnikname УЧЕНИК ВЛЮБЛЯЕТСЯ В ТЕБЯ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ты это я. Тоже ищу рабство помощником за 20к.безработный экономист 23 уровня,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Фишка рабства это непинамия самого рабства,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Я бы отдался в рабство Чтобы меня поймали и повезли и как раба держали А то скучно жить,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Я не раб, рабство в России запрещено УК РФ.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Раб - значит принадлежит хозяину. А уж как хозяин обращается со своим рабом это другой вопрос. А овцы в том плане, что ведомые ...",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Никак не могу вас понять, почему вы идете на нелюбимою работу и батрачите там проживая нудную и обыденную жизнь овоща?",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Ну что рабы. Уже нашли себе оправдания своей убогой жизни. Да. Жить ради куска мяса и вина.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Синонимы слова рабство - неволя, кабала, зависимость, пленение, подвластность, подчиненность, плен, угнетение, тирания",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Нет, не люблю рабство и нищету",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Деньги не нужны если ты не раб.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Не мешайте мне быть рабом в нищете?,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"смотрите нитакой как все, саморазвивающийся нераб, фрилансер",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
А кем надо работать?Никем РАБота для  быдла,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Так только кажется Бедняк тоже платит налоги и может быть дешевой раб силой,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
У тебя ж служанка есть для этого,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Если выгорит, то куш будет неплохой. Если выгорит...",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
у кого такая мания к мобилоиграм?,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"id>Всего 1-1,5к выйдет.Проорал. Даже спидозную бабу Маню ты за эти деньги не снимешь. Разве что минет.",0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Но требовать биток за суп - попахивает нищебродством или проституцией.Сиськи или что там требовал не я.,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Я у мамы успешен и могу позволить себе нормальный бордель с нормальными тёлками, а не таньку-наркоманку в сарае.",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Тебе никогда не стать элитным черваном, как и элитной шлюхой тоже не стать.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Деньги Так что такому нищеброду как ты остается только копить на шлюх или платить за динамо еотовой,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"что еще я могу сделатьВзять кредит, снять хату, устроиться на работу,не?Хотя что я, шлюхи настолько ублюдочно тупы, что кроме выхода ""дырка прокормит"" нихуя не видят",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Опять нищеброд исследует инстаграмы чужих шлюх.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"За шлюха надо платить, я не бомж, чтобы бомжихи были моим уровнем, как и гопотелки. Вангую последним я нахуй не нужен.",0.0,0.0,0.0,0.0,0.66,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Типа, если никто не видит и не узнает, почему бы не выбеать парочку-другую лоль, поджечь пару квартир, украсть ништяков и отпиздить бомжа.Вся суть высокоморальных верунов.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
сука выебу сын алкаша и шлюхи,0.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"idСтыдно - хотеть ебаться, но в силу своей неудачности как личности не мочь. Но пиздеть, что секс для быдла, а я охуеть какой интеллигент и элита.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
">5 детей>выглядят на 50 в 20>секс не предлагать>русского, со своей хатой, тачкой, дваче-погромистам ниже 90к/мес не беспокоить",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Так, а как они смогли бы жить полноценно без мужа в Петербурге? Все двери закрыты были бы и детей на должность не взяли бы, это точно! Я думаю, что это резонно, поехать в ссылку. Хоть секс будет:)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"idДвачую этого. Знакомства и секс это какой-то глуповатый троллинг, я за 11 лет школы и 3 года универа вообще ни с кем не разговаривал и вк никогда никому не писал так что хз как все это происходит)",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Открывать людям глаза, напоминать, что мы - высшие существа, а не рабы мифического ""секса"", который существует только в виде процесса подчинения личности мировым корпорациям.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Слишком толсто, порноактрис миллионеров не существует.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Выгоднее сдавать сперму чем получать зарплату там,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"РЖДЭто дно/10. Дрочево, ебля, грязь, безденежье. Как правило, если на дно устраиваешься, то так на дне и остаешься. Нет времени, а потом сил, чтобы вырваться. Нужно с перспективой. Да летом работы валом. По любому найдешь что-то",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"То есть тот факт, что предполагаемая школьница-целка изъясняется языком гопника-рецидивиста, тебя не смутил?",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
">ididПо себе не судите додики. Живу с мамкой в трешке. Тня ночует у меня иногда, с мамкой в отличных отношениях.",0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
У богачей жи. Они даже могли позволить себе подтираться волосами лолей.,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
На задоначеные р ужралась наркотой и шизила в треде.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
сколько можно повторять это развод для малолеток и тупыхПоявление в общественных местах в состоянии опьянения-ОСКОБЛЯЮЩЕЕ ЧЕЛОВЕЧЕСКОЕ ДОСТОИНСТВО ИТДДОЧИТАЙТЕ ЗАКОН ДО КОНЦА ХОТЬ РАЗ В ЖИЗНИ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
>героиновуюА разве богема не предпочитает морфий?,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Дикие алкаши редко выигрывают грин карты.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"ну кто же тебе виноват что твоя мама - неопрятная и необъятная как экватор домохозяйка, живущая на нищенское пособие, тарящее дешевое винишко, которое ты у нее пиздишь на новый год и стреляешь сиги постоянно?",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
днищеброды алкоголики тоже избивают. и ничего - живут,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Бомжи у нас не ловят. А вот алкашня промышляет на реке с косынками и секухами..Правда, с косынками есть и трезвые",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Можно ли не бухать, но тусоваться с друзьями алкашами: нравится звук открывающихся бутылок, плеск жидкости в стаканах, довольное кряканье.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Говноед.Под коньяк 3 С:Кофе, сигара, шоколад.Ну они по-французски на С.Так блять некоторые коньяк вообще холодным пьют.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Кофе пьешь? Куришь? Алкоголь употребляешь?Кофе ограниченно пью. Не курю. Алкоголь не употребляю. Никакого бугурта.Где твой бог теперь, наркоотброс?",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Виски-это ж самогон, пойло для бомжей. А коньяк благородный напиток.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"А еще, очевидно, академия ссыт в подъездах и разбрасывает в лесу пивные банки.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Амины, кленбутирол и ДМААНе бомби ты так. Мерс у меня бушный и не разтаможенный.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"немытый ванька-алкаш, ебущий твою ЕОТ с двумя высшими, дохуя личность",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Да нет, не говноедство. Оче даже охуенно и такое приятно пить даже непьющему, потому что действительно вкусно. Быдло уже и забыло нахуя оно пьет, оно думает, что пить надо, чтобы напиться.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Пивас для чертей, яжка с блазером тоже.Водка же напиток достойных людей.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Это правда, что в Петербурге все пьют и наркоманят от депрессии? Из-за погоды.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
(OP)>Интернет 2016> Быдло считает что нельзя травить шлюх и называют травителей девствиниками/неудачниками > Все забыли что шлюх травят за их ЛИЦЕМЕРИЕ >Интернет стал хуже ИРЛ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Маргинал или просто люмпен с целями жизни как у пещерного человека,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"(OP)Можно просто стерилизовать и лишить род прав, и лишать накопленного имущества (зависит от преступления)",0.27,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Африке бы с нищетой войну выиграть,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
та схуяли тюрьма вообще по твоему должна кого то менять там один сброд блять это они чтоли друг другу на место мозги будут ставить,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"id>Зато низкий риск, не будешь дрожать, что всё наработанное у тебя отберут, в подъезде пристрелят, семью в плен возьмут, отравят и т.дТолстовато",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
А это реально тюрьма и доступ к тлф есть,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
В каком переходе купили дипломы тот следователь его начальник прокурор и судья остается загадкой,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Правильнее сказать ублюдки не имеющие мозгов на заработок денег способом отличным от воровства,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Вот объясните Господа, ментов, которых осуждают за бес предел в тюрьмах, над зеками",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Готовь деньги что бы заявление забрали даже если бы совершенно летний был бы нанесение увечий преследуется,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"УК РФ Статья .1. Невыплата заработной платы, пенсий, стипендий, пособий и иных выплатtt://",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"А что такое ""Бегать от копов каждый день"" и ""Уебу уебка другим уебком""?",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
да ни чем он только выигрывает что можно всех кидать на бабло и брать других идиотов жаждущих найти работу я бы таких на кол садил,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Я бомж и обманывая людей забираю себе, РАЗБIНИК",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Почему учителя и врачи получают зарплату меньше чем получают пенсию зеки-инвалиды?,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Ну, типа, ты весь такой заключенный, ограничен в свободе и тянешь клешни к абсолютно свободному существу. Стремишься быть свободным.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Спиздил миллиард - получи условно.Спиздил мешок картохи - поехал на пятерик.Подельницу Васильевой приговорили к 4 годам условно и штрафу  тысяч рублей,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
принесёшь в суд справку о зарплате свидетельство о рождении второго ребёнка и попросишь суд в соответствии с СК РФ назначить с тебя алименты 1\6 от всех доходов - так и назначат и не ссы,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"В Севастополе подростки избили трех «бомжей», а затем сожгли ихtt://",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
у нищих типа тебя нет денег на покупку прав,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"попадает на алименты на ближайшие 14 летОПу достаточно не работать официально, чтобы платить минималку в 3к рупий.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"А откуда алименщики должны брать, когда не работают? Причем берется 25% от зарплаты, а не работающие платят больше 5тыс.руб. Зарплату можно нарисовать 5 тыщ и платить косарь и всё будет в ажуре, никто не приебется.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"тебя в обезьянник к бомжам, потом на учет, родителям штраф",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Полквартиры если выделить в натуре - легко.А если общая долевая собственность, то нахрен никому не надо.Разве криминалу и для левых прописок.Или чтобы тебя выселить через создание невыносимых условийПодселят к тебе толпу цыган и будешь радоваться",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
как купить жилье свое? грабь корованы бабушексирисли,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Да у нас кумовство. У них работа над имиджем. Чтобы сделать карьеру нужно доказать свою полезность обществу. Для сынка российского чиновника работа в ресторане на кассе это унижение. Заставить в ресторане работать только суд сможет.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Ведьма Вам сделала, которую Вы обманули на деньги",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
